project_id,project_name,project_type,implementing_agency,state,district,scenario,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,date_initiation,terrain_type,urban_rural,forest_involved,proximity_km_to_urban
SYN-00282,Synthetic Urban Infrastructure Project 00282,Urban Infrastructure,Irrigation Department,Maharashtra,MAH-19,COMPENSATION_DELAY,17.0974,10.6962,268,167,23,2019-06-21,Hilly,Rural,0,57.786
SYN-00283,Synthetic Irrigation Project 00283,Irrigation,NHIDCL,Odisha,ODI-33,LEGAL_DELAY,16.525,11.2273,250,130,38,2023-12-20,Hilly,Semi-Urban,0,41.801
SYN-00284,Synthetic Railway Project 00284,Railway,NHAI,West Bengal,WES-07,NORMAL,23.0824,13.8743,348,105,27,2021-05-25,Riverine,Rural,0,70.467
SYN-00285,Synthetic Railway Project 00285,Railway,Railway,Bihar,BIH-22,MULTI_FACTOR_DELAY,19.7311,12.3921,189,120,24,2025-08-25,Hilly,Semi-Urban,0,26.229
SYN-00286,Synthetic Irrigation Project 00286,Irrigation,State PWD,Maharashtra,MAH-22,COMPENSATION_DELAY,50.7106,41.3732,826,517,126,2023-09-21,Hilly,Rural,0,45.679
SYN-00287,Synthetic Railway Project 00287,Railway,State PWD,Assam,ASS-30,NORMAL,24.1966,23.6833,429,199,48,2024-11-17,Riverine,Rural,0,63.587
SYN-00288,Synthetic National Highway Project 00288,National Highway,State PWD,Jharkhand,JHA-12,COMPENSATION_DELAY,61.5414,55.7562,1222,610,55,2023-04-24,Riverine,Urban,0,26.303
SYN-00289,Synthetic Industrial Corridor Project 00289,Industrial Corridor,Irrigation Department,Bihar,BIH-07,NORMAL,5.0,4.1323,33,26,6,2019-09-23,Plain,Semi-Urban,0,59.808
SYN-00290,Synthetic Irrigation Project 00290,Irrigation,Railway,Assam,ASS-18,MULTI_FACTOR_DELAY,23.0871,21.3212,358,253,40,2025-05-31,Riverine,Urban,0,9.068
SYN-00291,Synthetic Industrial Corridor Project 00291,Industrial Corridor,Irrigation Department,Bihar,BIH-19,ADMINISTRATIVE_BOTTLENECK,27.2988,18.6124,229,180,27,2025-03-15,Riverine,Urban,0,51.747
SYN-00292,Synthetic Transmission Project 00292,Transmission,NHIDCL,Madhya Pradesh,MAD-17,DOCUMENTATION_DELAY,74.5632,45.2405,819,622,72,2024-12-22,Riverine,Urban,0,37.805
SYN-00293,Synthetic Irrigation Project 00293,Irrigation,Power Utility,Madhya Pradesh,MAD-20,DOCUMENTATION_DELAY,26.6355,16.3851,410,128,8,2025-05-22,Riverine,Rural,0,29.072
SYN-00294,Synthetic Transmission Project 00294,Transmission,Power Utility,Assam,ASS-25,NORMAL,18.5029,18.172,290,180,43,2022-04-21,Hilly,Rural,0,44.042
SYN-00295,Synthetic Urban Infrastructure Project 00295,Urban Infrastructure,Power Utility,Uttar Pradesh,UTT-04,NORMAL,19.619,15.0626,157,51,3,2019-11-22,Coastal,Rural,0,27.968
SYN-00296,Synthetic National Highway Project 00296,National Highway,NHIDCL,Maharashtra,MAH-21,MULTI_FACTOR_DELAY,5.0,3.0932,29,8,0,2019-05-07,Hilly,Rural,0,64.787
SYN-00297,Synthetic Transmission Project 00297,Transmission,State PWD,West Bengal,WES-28,MULTI_FACTOR_DELAY,30.51,25.5368,446,106,23,2019-12-30,Riverine,Urban,1,60.592
SYN-00298,Synthetic Irrigation Project 00298,Irrigation,Railway,Madhya Pradesh,MAD-06,NORMAL,37.6582,28.5206,673,214,61,2020-02-25,Hilly,Urban,0,57.234
SYN-00299,Synthetic Irrigation Project 00299,Irrigation,Power Utility,Madhya Pradesh,MAD-36,RECOVERY,45.7214,39.9188,671,161,47,2019-02-16,Coastal,Semi-Urban,0,50.951
SYN-00300,Synthetic Irrigation Project 00300,Irrigation,State PWD,Maharashtra,MAH-04,ADMINISTRATIVE_BOTTLENECK,13.2944,9.1169,170,118,27,2019-09-18,Coastal,Urban,0,65.588
SYN-00301,Synthetic Urban Infrastructure Project 00301,Urban Infrastructure,NHAI,Uttar Pradesh,UTT-39,NORMAL,29.1017,26.7863,498,376,26,2020-04-14,Coastal,Urban,1,68.314
SYN-00302,Synthetic Industrial Corridor Project 00302,Industrial Corridor,NHAI,Uttar Pradesh,UTT-33,NORMAL,67.219,65.5388,957,682,114,2021-02-09,Plain,Urban,0,77.476
SYN-00303,Synthetic Industrial Corridor Project 00303,Industrial Corridor,Irrigation Department,Madhya Pradesh,MAD-34,NORMAL,18.2412,15.9733,330,146,31,2022-12-13,Coastal,Rural,0,70.75
SYN-00304,Synthetic National Highway Project 00304,National Highway,NHAI,Bihar,BIH-24,COMPENSATION_DELAY,174.2037,112.7156,3340,1190,300,2019-02-27,Plain,Urban,1,68.176
SYN-00305,Synthetic Urban Infrastructure Project 00305,Urban Infrastructure,State PWD,Jharkhand,JHA-36,LEGAL_DELAY,29.7909,25.135,247,95,22,2020-04-18,Riverine,Rural,0,49.219
SYN-00306,Synthetic National Highway Project 00306,National Highway,State PWD,Assam,ASS-26,DOCUMENTATION_DELAY,10.4426,8.3055,165,98,18,2023-11-25,Plain,Rural,0,33.711
SYN-00307,Synthetic Railway Project 00307,Railway,NHAI,Maharashtra,MAH-22,NORMAL,61.3732,54.5281,890,680,61,2025-01-17,Coastal,Semi-Urban,0,60.014
SYN-00308,Synthetic Industrial Corridor Project 00308,Industrial Corridor,State PWD,Odisha,ODI-11,NORMAL,17.1244,10.5562,114,67,9,2023-02-20,Coastal,Urban,0,64.056
SYN-00309,Synthetic Irrigation Project 00309,Irrigation,Railway,West Bengal,WES-10,NORMAL,35.2495,32.1119,514,276,20,2021-02-24,Coastal,Urban,0,49.495
SYN-00310,Synthetic Railway Project 00310,Railway,Railway,Uttar Pradesh,UTT-03,NORMAL,6.1923,5.624,108,47,6,2019-11-12,Coastal,Rural,0,44.519
SYN-00311,Synthetic Irrigation Project 00311,Irrigation,NHIDCL,Madhya Pradesh,MAD-25,RECOVERY,38.7226,38.4153,528,213,22,2020-11-30,Coastal,Rural,0,52.717
SYN-00312,Synthetic Urban Infrastructure Project 00312,Urban Infrastructure,NHIDCL,Bihar,BIH-27,NORMAL,25.0231,16.1568,216,168,40,2021-09-30,Rolling,Rural,1,25.236
SYN-00313,Synthetic Irrigation Project 00313,Irrigation,NHIDCL,Odisha,ODI-22,DOCUMENTATION_DELAY,7.3742,4.4575,131,100,29,2019-01-02,Rolling,Rural,0,36.473
SYN-00314,Synthetic National Highway Project 00314,National Highway,Power Utility,Bihar,BIH-27,NORMAL,6.9646,5.2354,100,68,10,2021-08-29,Plain,Urban,0,67.793
SYN-00315,Synthetic Urban Infrastructure Project 00315,Urban Infrastructure,Railway,Uttar Pradesh,UTT-37,NORMAL,40.1769,31.059,303,148,14,2022-10-27,Riverine,Rural,1,44.92
SYN-00316,Synthetic Railway Project 00316,Railway,NHAI,Assam,ASS-06,ADMINISTRATIVE_BOTTLENECK,15.3907,15.1773,173,58,13,2024-01-26,Rolling,Semi-Urban,0,59.024
SYN-00317,Synthetic Railway Project 00317,Railway,Irrigation Department,West Bengal,WES-26,NORMAL,7.576,6.6166,62,35,6,2024-03-16,Rolling,Semi-Urban,0,4.799
SYN-00318,Synthetic Industrial Corridor Project 00318,Industrial Corridor,Irrigation Department,West Bengal,WES-26,RNR_DELAY,10.6637,9.5974,179,69,8,2019-04-05,Plain,Semi-Urban,0,14.118
SYN-00319,Synthetic Industrial Corridor Project 00319,Industrial Corridor,NHAI,Odisha,ODI-11,RECOVERY,108.3934,91.1378,990,461,117,2023-03-23,Rolling,Rural,0,53.918
SYN-00320,Synthetic Irrigation Project 00320,Irrigation,Railway,Madhya Pradesh,MAD-11,RNR_DELAY,23.296,21.1287,211,106,22,2022-07-21,Riverine,Rural,0,72.56
SYN-00321,Synthetic Railway Project 00321,Railway,Railway,Jharkhand,JHA-29,NORMAL,88.8564,79.9995,1764,1077,213,2019-01-31,Rolling,Urban,0,18.321
SYN-00322,Synthetic Railway Project 00322,Railway,State PWD,Jharkhand,JHA-07,NORMAL,27.85,17.2026,182,101,17,2019-05-11,Rolling,Rural,0,79.814
SYN-00323,Synthetic Irrigation Project 00323,Irrigation,NHIDCL,Madhya Pradesh,MAD-07,NORMAL,51.727,34.474,612,362,72,2025-10-19,Riverine,Semi-Urban,1,3.015
SYN-00324,Synthetic Railway Project 00324,Railway,Power Utility,Maharashtra,MAH-13,ADMINISTRATIVE_BOTTLENECK,69.0905,52.6472,1042,586,120,2025-11-12,Hilly,Rural,0,67.636
SYN-00325,Synthetic National Highway Project 00325,National Highway,NHAI,Bihar,BIH-35,LEGAL_DELAY,5.0,4.8023,68,53,6,2022-10-05,Rolling,Rural,0,9.645
SYN-00326,Synthetic Urban Infrastructure Project 00326,Urban Infrastructure,NHIDCL,West Bengal,WES-19,DOCUMENTATION_DELAY,23.2901,18.8812,159,64,16,2021-01-11,Plain,Rural,1,12.474
SYN-00327,Synthetic Railway Project 00327,Railway,Power Utility,Madhya Pradesh,MAD-17,NORMAL,27.6171,23.5237,329,102,6,2020-11-28,Rolling,Rural,1,14.505
SYN-00328,Synthetic Urban Infrastructure Project 00328,Urban Infrastructure,Irrigation Department,Maharashtra,MAH-04,DOCUMENTATION_DELAY,11.0135,7.1282,93,23,3,2022-02-27,Hilly,Rural,1,79.982
SYN-00329,Synthetic Urban Infrastructure Project 00329,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-30,NORMAL,9.5288,8.0399,70,49,3,2021-08-29,Hilly,Urban,0,16.955
SYN-00330,Synthetic National Highway Project 00330,National Highway,Power Utility,Assam,ASS-07,NORMAL,23.4155,15.8982,227,82,11,2021-06-12,Riverine,Semi-Urban,0,4.436
SYN-00331,Synthetic Railway Project 00331,Railway,Railway,Madhya Pradesh,MAD-18,COMPENSATION_DELAY,29.8665,18.8578,437,337,47,2025-10-13,Plain,Semi-Urban,0,20.888
SYN-00332,Synthetic Railway Project 00332,Railway,Irrigation Department,Assam,ASS-22,NORMAL,14.818,9.9835,96,47,3,2020-06-05,Plain,Rural,0,27.324
SYN-00333,Synthetic Transmission Project 00333,Transmission,State PWD,Maharashtra,MAH-37,NORMAL,17.8657,16.3903,100,31,7,2020-11-22,Riverine,Semi-Urban,1,73.375
SYN-00334,Synthetic Transmission Project 00334,Transmission,State PWD,Maharashtra,MAH-35,COMPENSATION_DELAY,26.4664,18.4381,364,236,27,2019-12-25,Rolling,Rural,0,5.949
SYN-00335,Synthetic Irrigation Project 00335,Irrigation,State PWD,Madhya Pradesh,MAD-12,RECOVERY,13.412,11.0692,222,104,18,2020-11-06,Riverine,Rural,1,57.614
SYN-00336,Synthetic Industrial Corridor Project 00336,Industrial Corridor,Power Utility,Assam,ASS-22,DOCUMENTATION_DELAY,24.2049,21.4231,303,145,12,2023-01-04,Rolling,Rural,0,56.297
SYN-00337,Synthetic National Highway Project 00337,National Highway,Railway,Maharashtra,MAH-13,ADMINISTRATIVE_BOTTLENECK,48.676,34.8553,756,401,102,2022-10-28,Plain,Rural,1,57.524
SYN-00338,Synthetic National Highway Project 00338,National Highway,State PWD,West Bengal,WES-29,ADMINISTRATIVE_BOTTLENECK,25.3365,20.6077,344,185,37,2019-09-03,Plain,Urban,0,19.897
SYN-00339,Synthetic Industrial Corridor Project 00339,Industrial Corridor,NHAI,Jharkhand,JHA-29,NORMAL,52.8829,46.2347,485,221,44,2022-01-09,Coastal,Urban,0,2.038
SYN-00340,Synthetic Railway Project 00340,Railway,NHAI,Assam,ASS-28,NORMAL,5.8037,3.9459,103,50,15,2023-01-14,Hilly,Semi-Urban,0,24.105
SYN-00341,Synthetic Irrigation Project 00341,Irrigation,NHAI,Maharashtra,MAH-04,LEGAL_DELAY,89.7529,75.3062,1606,1155,105,2021-12-24,Riverine,Rural,0,41.823
SYN-00342,Synthetic Railway Project 00342,Railway,NHIDCL,Bihar,BIH-31,NORMAL,53.719,37.7374,651,474,30,2023-11-08,Rolling,Rural,1,6.542
SYN-00343,Synthetic Transmission Project 00343,Transmission,Railway,Odisha,ODI-31,NORMAL,32.3466,32.2188,643,137,18,2025-11-27,Hilly,Semi-Urban,1,32.357
SYN-00344,Synthetic Transmission Project 00344,Transmission,State PWD,Assam,ASS-14,NORMAL,21.6386,18.0488,182,41,3,2022-02-22,Rolling,Rural,0,44.847
SYN-00345,Synthetic Irrigation Project 00345,Irrigation,NHAI,Madhya Pradesh,MAD-17,NORMAL,17.1361,14.9849,271,80,8,2025-01-14,Hilly,Urban,0,72.87
SYN-00346,Synthetic Transmission Project 00346,Transmission,Power Utility,Bihar,BIH-37,DOCUMENTATION_DELAY,9.692,8.5294,77,44,8,2020-06-18,Rolling,Rural,0,5.24
SYN-00347,Synthetic National Highway Project 00347,National Highway,NHAI,Maharashtra,MAH-10,NORMAL,13.0792,9.7041,101,64,5,2023-08-21,Riverine,Rural,0,22.197
SYN-00348,Synthetic Industrial Corridor Project 00348,Industrial Corridor,Irrigation Department,Odisha,ODI-39,RNR_DELAY,59.8841,51.1737,302,62,9,2024-06-26,Rolling,Urban,1,42.656
SYN-00349,Synthetic Transmission Project 00349,Transmission,NHAI,Assam,ASS-02,NORMAL,15.4689,11.2529,180,57,6,2022-12-07,Rolling,Rural,0,52.122
SYN-00350,Synthetic National Highway Project 00350,National Highway,Power Utility,Maharashtra,MAH-20,ADMINISTRATIVE_BOTTLENECK,95.8956,75.2619,947,202,44,2024-04-03,Hilly,Urban,0,74.88
SYN-00351,Synthetic Urban Infrastructure Project 00351,Urban Infrastructure,NHIDCL,Bihar,BIH-31,NORMAL,13.312,8.4091,77,55,4,2022-11-23,Hilly,Semi-Urban,0,21.314
SYN-00352,Synthetic National Highway Project 00352,National Highway,State PWD,Maharashtra,MAH-39,NORMAL,18.3508,16.6901,139,61,14,2021-01-15,Riverine,Rural,1,64.839
SYN-00353,Synthetic National Highway Project 00353,National Highway,State PWD,Bihar,BIH-26,MULTI_FACTOR_DELAY,50.3227,44.5403,970,264,37,2022-07-17,Plain,Rural,0,40.921
SYN-00354,Synthetic Urban Infrastructure Project 00354,Urban Infrastructure,Power Utility,Madhya Pradesh,MAD-35,NORMAL,19.4966,12.2338,265,85,12,2020-10-03,Hilly,Rural,0,55.175
SYN-00355,Synthetic Transmission Project 00355,Transmission,NHIDCL,Maharashtra,MAH-35,ADMINISTRATIVE_BOTTLENECK,12.1504,10.0094,220,135,11,2020-08-01,Rolling,Rural,0,6.298
SYN-00356,Synthetic National Highway Project 00356,National Highway,NHAI,Odisha,ODI-31,NORMAL,42.1582,32.7099,264,156,15,2020-07-07,Coastal,Semi-Urban,0,75.358
SYN-00357,Synthetic Irrigation Project 00357,Irrigation,NHIDCL,Bihar,BIH-36,NORMAL,5.0,4.301,41,22,3,2021-01-12,Rolling,Urban,0,25.708
SYN-00358,Synthetic Railway Project 00358,Railway,NHAI,Jharkhand,JHA-23,DOCUMENTATION_DELAY,28.3891,19.36,217,57,11,2024-05-15,Rolling,Rural,1,21.327
SYN-00359,Synthetic Railway Project 00359,Railway,State PWD,West Bengal,WES-28,COMPENSATION_DELAY,11.753,7.7012,145,71,10,2023-03-29,Hilly,Semi-Urban,0,11.443
SYN-00360,Synthetic Transmission Project 00360,Transmission,NHAI,Odisha,ODI-07,LEGAL_DELAY,24.7076,22.2324,248,68,18,2025-01-16,Riverine,Semi-Urban,1,9.453
SYN-00361,Synthetic Railway Project 00361,Railway,NHIDCL,Uttar Pradesh,UTT-30,NORMAL,32.9246,29.7061,541,198,21,2024-04-07,Hilly,Rural,0,19.87
SYN-00362,Synthetic Transmission Project 00362,Transmission,State PWD,West Bengal,WES-25,COMPENSATION_DELAY,10.8788,7.9066,75,33,7,2019-08-05,Riverine,Urban,0,22.114
SYN-00363,Synthetic Urban Infrastructure Project 00363,Urban Infrastructure,Power Utility,Bihar,BIH-14,LEGAL_DELAY,129.6543,121.8443,836,335,64,2019-09-09,Hilly,Semi-Urban,0,23.606
SYN-00364,Synthetic Transmission Project 00364,Transmission,NHAI,Bihar,BIH-35,DOCUMENTATION_DELAY,18.5191,11.4165,163,37,9,2024-03-05,Plain,Urban,0,62.59
SYN-00365,Synthetic Urban Infrastructure Project 00365,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-24,ADMINISTRATIVE_BOTTLENECK,22.3313,18.2896,367,159,37,2022-07-12,Riverine,Rural,0,78.177
SYN-00366,Synthetic Industrial Corridor Project 00366,Industrial Corridor,NHAI,Jharkhand,JHA-09,NORMAL,19.3502,16.0306,194,129,34,2021-10-28,Hilly,Semi-Urban,0,65.081
SYN-00367,Synthetic Industrial Corridor Project 00367,Industrial Corridor,Irrigation Department,Assam,ASS-03,ADMINISTRATIVE_BOTTLENECK,35.311,25.7435,295,199,55,2025-04-22,Coastal,Rural,0,9.415
SYN-00368,Synthetic Railway Project 00368,Railway,Power Utility,Odisha,ODI-18,LEGAL_DELAY,18.247,15.8351,183,92,27,2022-12-14,Hilly,Semi-Urban,1,45.875
SYN-00369,Synthetic Transmission Project 00369,Transmission,Power Utility,Odisha,ODI-12,LEGAL_DELAY,52.7769,46.0426,676,192,50,2019-08-25,Coastal,Rural,0,49.157
SYN-00370,Synthetic Urban Infrastructure Project 00370,Urban Infrastructure,NHAI,West Bengal,WES-34,DOCUMENTATION_DELAY,22.9853,14.564,443,105,20,2023-05-13,Plain,Semi-Urban,0,68.098
SYN-00371,Synthetic Transmission Project 00371,Transmission,Railway,Uttar Pradesh,UTT-38,NORMAL,75.3161,45.459,761,495,93,2019-06-09,Rolling,Semi-Urban,0,30.799
SYN-00372,Synthetic Transmission Project 00372,Transmission,Railway,West Bengal,WES-07,ADMINISTRATIVE_BOTTLENECK,35.0545,32.2971,360,227,13,2021-11-27,Rolling,Urban,0,32.297
SYN-00373,Synthetic Industrial Corridor Project 00373,Industrial Corridor,Power Utility,West Bengal,WES-32,LEGAL_DELAY,5.0,4.8482,72,35,8,2023-03-22,Hilly,Semi-Urban,1,20.236
SYN-00374,Synthetic Urban Infrastructure Project 00374,Urban Infrastructure,State PWD,Assam,ASS-32,NORMAL,27.8275,23.2588,486,305,73,2025-08-29,Plain,Rural,0,72.479
SYN-00375,Synthetic Railway Project 00375,Railway,NHAI,Madhya Pradesh,MAD-01,NORMAL,29.1084,24.4391,182,132,29,2024-04-02,Plain,Urban,0,12.613
SYN-00376,Synthetic National Highway Project 00376,National Highway,NHAI,Jharkhand,JHA-29,LEGAL_DELAY,8.6613,7.4517,86,57,13,2024-07-05,Riverine,Semi-Urban,0,36.76
SYN-00377,Synthetic National Highway Project 00377,National Highway,NHIDCL,Odisha,ODI-28,RECOVERY,32.9293,23.5454,463,202,19,2025-12-17,Riverine,Rural,0,70.907
SYN-00378,Synthetic Transmission Project 00378,Transmission,Railway,Madhya Pradesh,MAD-02,MULTI_FACTOR_DELAY,33.1322,21.6753,171,41,3,2020-08-15,Hilly,Rural,0,42.882
SYN-00379,Synthetic Urban Infrastructure Project 00379,Urban Infrastructure,NHIDCL,Madhya Pradesh,MAD-27,NORMAL,25.3298,22.2887,169,48,11,2024-12-26,Coastal,Rural,0,29.214
SYN-00380,Synthetic National Highway Project 00380,National Highway,State PWD,Maharashtra,MAH-37,NORMAL,27.6005,27.0474,451,188,26,2024-11-08,Riverine,Semi-Urban,1,70.443
SYN-00381,Synthetic Railway Project 00381,Railway,Irrigation Department,West Bengal,WES-18,NORMAL,93.0445,74.8831,1210,285,67,2022-08-19,Hilly,Rural,1,14.83
SYN-00382,Synthetic Industrial Corridor Project 00382,Industrial Corridor,State PWD,Odisha,ODI-03,NORMAL,9.4782,7.0289,183,118,17,2021-01-10,Hilly,Rural,1,20.557
SYN-00383,Synthetic National Highway Project 00383,National Highway,NHIDCL,Maharashtra,MAH-23,RNR_DELAY,127.6435,86.3651,2096,754,52,2022-10-28,Rolling,Urban,0,68.937
SYN-00384,Synthetic National Highway Project 00384,National Highway,State PWD,Odisha,ODI-20,NORMAL,10.518,9.5822,59,33,9,2022-05-04,Hilly,Urban,0,60.377
SYN-00385,Synthetic Industrial Corridor Project 00385,Industrial Corridor,Irrigation Department,West Bengal,WES-20,COMPENSATION_DELAY,214.4241,156.6821,2834,2053,231,2022-12-10,Hilly,Rural,1,14.572
SYN-00386,Synthetic Industrial Corridor Project 00386,Industrial Corridor,State PWD,Uttar Pradesh,UTT-07,RECOVERY,5.0,4.0802,49,18,5,2025-12-03,Coastal,Rural,0,8.756
SYN-00387,Synthetic Transmission Project 00387,Transmission,NHAI,Madhya Pradesh,MAD-20,NORMAL,56.9608,36.9025,792,569,132,2024-06-18,Coastal,Rural,0,50.055
SYN-00388,Synthetic Urban Infrastructure Project 00388,Urban Infrastructure,NHIDCL,Madhya Pradesh,MAD-29,DOCUMENTATION_DELAY,44.4358,36.4456,307,134,30,2021-12-28,Riverine,Urban,0,50.555
SYN-00389,Synthetic Railway Project 00389,Railway,Power Utility,Jharkhand,JHA-36,LEGAL_DELAY,19.4657,15.9792,328,238,54,2020-02-24,Rolling,Rural,0,32.542
SYN-00390,Synthetic Transmission Project 00390,Transmission,Power Utility,Madhya Pradesh,MAD-36,NORMAL,39.7724,30.5852,250,157,46,2019-10-26,Plain,Semi-Urban,0,51.528
SYN-00391,Synthetic Railway Project 00391,Railway,NHAI,Uttar Pradesh,UTT-22,NORMAL,60.5991,44.6594,362,179,45,2021-02-12,Coastal,Rural,0,10.798
SYN-00392,Synthetic Railway Project 00392,Railway,Power Utility,Assam,ASS-39,NORMAL,11.3951,10.8486,114,31,8,2022-05-23,Plain,Urban,0,3.73
SYN-00393,Synthetic Transmission Project 00393,Transmission,State PWD,West Bengal,WES-25,DOCUMENTATION_DELAY,32.6516,26.193,537,356,92,2020-02-04,Rolling,Semi-Urban,0,26.481
SYN-00394,Synthetic Urban Infrastructure Project 00394,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-19,NORMAL,25.6222,17.0531,454,135,7,2020-12-14,Plain,Rural,0,61.25
SYN-00395,Synthetic National Highway Project 00395,National Highway,Power Utility,West Bengal,WES-35,MULTI_FACTOR_DELAY,14.987,13.0129,281,81,7,2022-11-18,Plain,Urban,0,11.594
SYN-00396,Synthetic National Highway Project 00396,National Highway,Railway,Uttar Pradesh,UTT-15,RECOVERY,13.7597,11.9244,143,99,8,2025-07-30,Rolling,Semi-Urban,0,60.667
SYN-00397,Synthetic Transmission Project 00397,Transmission,NHIDCL,Odisha,ODI-34,MULTI_FACTOR_DELAY,17.5533,12.9077,270,114,19,2022-06-29,Rolling,Urban,0,21.622
SYN-00398,Synthetic Industrial Corridor Project 00398,Industrial Corridor,NHIDCL,Uttar Pradesh,UTT-25,NORMAL,9.3523,6.3165,99,68,17,2022-05-20,Plain,Rural,0,48.152
SYN-00399,Synthetic Industrial Corridor Project 00399,Industrial Corridor,Power Utility,Maharashtra,MAH-09,NORMAL,24.9154,21.5103,435,144,24,2025-09-08,Hilly,Rural,0,46.54
SYN-00400,Synthetic National Highway Project 00400,National Highway,NHIDCL,West Bengal,WES-14,NORMAL,34.4406,20.9093,343,86,11,2022-01-21,Rolling,Urban,0,66.171
SYN-00401,Synthetic Transmission Project 00401,Transmission,NHIDCL,Madhya Pradesh,MAD-23,ADMINISTRATIVE_BOTTLENECK,22.5173,20.7428,221,102,23,2023-04-12,Riverine,Urban,0,57.314
SYN-00402,Synthetic Urban Infrastructure Project 00402,Urban Infrastructure,NHIDCL,Maharashtra,MAH-06,NORMAL,6.0265,5.09,35,13,4,2024-04-14,Rolling,Semi-Urban,0,12.954
SYN-00403,Synthetic National Highway Project 00403,National Highway,NHAI,Assam,ASS-32,COMPENSATION_DELAY,25.9162,17.6079,181,77,19,2023-07-01,Coastal,Rural,0,62.469
SYN-00404,Synthetic Urban Infrastructure Project 00404,Urban Infrastructure,NHIDCL,Jharkhand,JHA-36,NORMAL,23.0925,14.65,274,138,26,2022-04-27,Rolling,Semi-Urban,0,41.61
SYN-00405,Synthetic Urban Infrastructure Project 00405,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-03,RNR_DELAY,53.9105,43.4108,777,325,23,2022-10-20,Hilly,Rural,0,44.335
SYN-00406,Synthetic Railway Project 00406,Railway,State PWD,Odisha,ODI-38,DOCUMENTATION_DELAY,42.0025,37.0034,371,261,68,2024-05-24,Riverine,Semi-Urban,0,42.909
SYN-00407,Synthetic Transmission Project 00407,Transmission,NHIDCL,Assam,ASS-19,ADMINISTRATIVE_BOTTLENECK,6.236,3.8722,38,19,2,2019-05-11,Rolling,Semi-Urban,0,15.174
SYN-00408,Synthetic Urban Infrastructure Project 00408,Urban Infrastructure,Railway,Madhya Pradesh,MAD-20,NORMAL,73.9764,61.3289,558,258,44,2022-05-03,Rolling,Urban,0,39.081
SYN-00409,Synthetic Irrigation Project 00409,Irrigation,NHIDCL,Jharkhand,JHA-03,DOCUMENTATION_DELAY,17.6164,12.5477,314,204,54,2019-09-14,Plain,Rural,0,4.193
SYN-00410,Synthetic Irrigation Project 00410,Irrigation,Power Utility,Maharashtra,MAH-22,RNR_DELAY,7.549,4.7942,39,18,2,2019-02-15,Rolling,Semi-Urban,0,58.571
SYN-00411,Synthetic Railway Project 00411,Railway,NHAI,Jharkhand,JHA-22,NORMAL,9.4117,6.3862,143,91,9,2024-01-10,Rolling,Semi-Urban,0,4.776
SYN-00412,Synthetic Railway Project 00412,Railway,Railway,Maharashtra,MAH-19,COMPENSATION_DELAY,14.9153,10.2338,203,83,8,2025-07-29,Riverine,Rural,0,59.597
SYN-00413,Synthetic Industrial Corridor Project 00413,Industrial Corridor,Power Utility,Jharkhand,JHA-24,LEGAL_DELAY,65.8315,43.3378,816,250,35,2021-11-14,Riverine,Rural,0,47.627
SYN-00414,Synthetic National Highway Project 00414,National Highway,NHAI,West Bengal,WES-08,NORMAL,40.8181,30.2513,734,179,25,2021-12-13,Hilly,Rural,0,22.093
SYN-00415,Synthetic Transmission Project 00415,Transmission,Irrigation Department,Assam,ASS-17,RNR_DELAY,15.0583,11.4967,182,89,5,2022-03-21,Rolling,Urban,0,26.527
SYN-00416,Synthetic Industrial Corridor Project 00416,Industrial Corridor,NHIDCL,Bihar,BIH-25,RNR_DELAY,13.5672,10.3511,163,33,7,2019-06-22,Hilly,Urban,0,25.872
SYN-00417,Synthetic National Highway Project 00417,National Highway,Power Utility,Odisha,ODI-10,COMPENSATION_DELAY,58.9612,38.4312,1173,539,60,2019-12-20,Rolling,Rural,1,11.276
SYN-00418,Synthetic Transmission Project 00418,Transmission,NHAI,Odisha,ODI-30,NORMAL,5.6944,5.4075,106,50,11,2020-11-13,Plain,Rural,0,36.312
SYN-00419,Synthetic Railway Project 00419,Railway,State PWD,Jharkhand,JHA-15,MULTI_FACTOR_DELAY,74.4361,58.2997,479,296,64,2024-12-16,Rolling,Rural,0,71.338
SYN-00420,Synthetic Railway Project 00420,Railway,NHIDCL,Madhya Pradesh,MAD-17,NORMAL,9.3899,8.2877,85,66,17,2023-06-20,Riverine,Rural,0,58.11
SYN-00421,Synthetic Transmission Project 00421,Transmission,Railway,Jharkhand,JHA-25,ADMINISTRATIVE_BOTTLENECK,32.5512,22.2528,329,168,21,2025-04-16,Coastal,Semi-Urban,0,65.634
SYN-00422,Synthetic Urban Infrastructure Project 00422,Urban Infrastructure,Railway,Uttar Pradesh,UTT-20,NORMAL,120.059,90.8628,1598,886,123,2019-06-23,Hilly,Semi-Urban,0,62.784
SYN-00423,Synthetic National Highway Project 00423,National Highway,NHAI,West Bengal,WES-15,MULTI_FACTOR_DELAY,49.8746,34.8432,317,101,24,2023-08-01,Coastal,Semi-Urban,0,34.229
SYN-00424,Synthetic Irrigation Project 00424,Irrigation,Railway,West Bengal,WES-15,NORMAL,10.5834,6.3836,106,41,8,2022-07-21,Coastal,Rural,1,1.808
