project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00492,NORMAL,12,2023-12-20,2024-11-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00493,MULTI_FACTOR_DELAY,13,2019-07-30,2020-07-24,3A,1,184,176.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00494,MULTI_FACTOR_DELAY,8,2023-01-24,2023-08-22,3A,1,94,116.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00495,NORMAL,14,2021-10-27,2022-11-21,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00496,NORMAL,10,2024-04-02,2024-12-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00497,NORMAL,14,2022-07-14,2023-08-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00498,DOCUMENTATION_DELAY,9,2020-10-17,2021-06-14,3D,1,163,77.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00499,NORMAL,9,2022-05-18,2023-01-13,3D,1,98,142.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00500,NORMAL,10,2019-07-02,2020-03-28,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00501,RECOVERY,15,2024-08-21,2025-10-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00502,NORMAL,11,2022-11-16,2023-09-12,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00503,NORMAL,14,2025-06-11,2026-07-06,3D,1,238,152.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00504,MULTI_FACTOR_DELAY,13,2025-02-05,2026-01-31,3A,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00505,NORMAL,12,2019-03-17,2020-02-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00506,NORMAL,12,2022-11-09,2023-10-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00507,ADMINISTRATIVE_BOTTLENECK,14,2021-05-19,2022-06-13,3D,1,222,168.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00508,NORMAL,8,2020-08-14,2021-03-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00509,NORMAL,12,2021-08-08,2022-07-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00510,NORMAL,12,2021-09-27,2022-08-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00511,LEGAL_DELAY,10,2022-10-18,2023-07-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00512,ADMINISTRATIVE_BOTTLENECK,11,2023-12-26,2024-10-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00513,ADMINISTRATIVE_BOTTLENECK,11,2024-02-28,2024-12-24,3D,1,148,152.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00514,NORMAL,12,2021-10-31,2022-09-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00515,ADMINISTRATIVE_BOTTLENECK,10,2019-10-06,2020-07-02,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00516,ADMINISTRATIVE_BOTTLENECK,9,2022-02-12,2022-10-10,3D,1,75,165.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00517,LEGAL_DELAY,15,2020-01-22,2021-03-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00518,MULTI_FACTOR_DELAY,12,2024-05-11,2025-04-06,3A,1,196,134.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00519,NORMAL,14,2019-05-15,2020-06-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00520,NORMAL,12,2025-06-13,2026-05-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00521,NORMAL,12,2020-09-25,2021-08-21,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00522,MULTI_FACTOR_DELAY,15,2025-06-26,2026-08-20,3A,1,90,330.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00523,LEGAL_DELAY,13,2021-07-13,2022-07-08,3D,1,112,248.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00524,NORMAL,11,2021-09-17,2022-07-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00525,RNR_DELAY,15,2019-05-22,2020-07-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00526,COMPENSATION_DELAY,15,2022-07-02,2023-08-26,3D,1,177,243.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00527,NORMAL,13,2020-10-03,2021-09-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00528,NORMAL,9,2020-11-03,2021-07-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00529,DOCUMENTATION_DELAY,9,2023-03-28,2023-11-23,3D,1,128,112.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00530,ADMINISTRATIVE_BOTTLENECK,10,2023-06-02,2024-02-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00531,RNR_DELAY,10,2020-01-03,2020-09-29,3D,1,153,117.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00532,NORMAL,12,2022-11-18,2023-10-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00533,LEGAL_DELAY,14,2022-07-25,2023-08-19,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00534,ADMINISTRATIVE_BOTTLENECK,14,2024-02-01,2025-02-25,3D,1,89,301.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00535,ADMINISTRATIVE_BOTTLENECK,14,2020-02-05,2021-03-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00536,NORMAL,11,2024-02-17,2024-12-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00537,LEGAL_DELAY,8,2023-09-06,2024-04-03,3D,1,118,92.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00538,ADMINISTRATIVE_BOTTLENECK,14,2020-07-14,2021-08-08,3D,1,223,167.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00539,COMPENSATION_DELAY,12,2021-12-12,2022-11-07,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00540,NORMAL,10,2019-08-29,2020-05-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00541,NORMAL,15,2019-04-24,2020-06-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00542,LEGAL_DELAY,9,2019-03-23,2019-11-18,3D,1,96,144.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00543,NORMAL,13,2022-12-13,2023-12-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00544,NORMAL,9,2021-09-27,2022-05-25,3D,1,107,133.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00545,RNR_DELAY,13,2024-07-18,2025-07-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00546,NORMAL,13,2019-04-19,2020-04-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00547,NORMAL,8,2024-10-11,2025-05-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00548,NORMAL,12,2020-08-23,2021-07-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00549,RECOVERY,15,2022-08-13,2023-10-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00550,NORMAL,9,2019-04-06,2019-12-02,3D,1,119,121.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00551,NORMAL,13,2023-08-12,2024-08-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00552,RECOVERY,14,2024-01-15,2025-02-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00553,ADMINISTRATIVE_BOTTLENECK,9,2025-09-08,2026-05-06,3D,1,70,170.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00554,NORMAL,13,2022-06-26,2023-06-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00555,MULTI_FACTOR_DELAY,15,2021-05-17,2022-07-11,3A,1,83,337.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00556,NORMAL,8,2024-04-07,2024-11-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00557,DOCUMENTATION_DELAY,12,2025-05-21,2026-04-16,3D,1,110,220.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00558,LEGAL_DELAY,14,2025-11-03,2026-11-28,3D,1,275,115.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00559,NORMAL,8,2023-08-07,2024-03-04,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00560,LEGAL_DELAY,10,2020-09-19,2021-06-16,3D,1,119,151.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00561,NORMAL,8,2023-01-27,2023-08-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00562,NORMAL,10,2022-04-30,2023-01-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00563,NORMAL,11,2019-08-29,2020-06-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00564,NORMAL,14,2024-04-26,2025-05-21,3D,1,163,227.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00565,NORMAL,9,2023-01-09,2023-09-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00566,NORMAL,14,2025-09-13,2026-10-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00567,NORMAL,14,2023-07-13,2024-08-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00568,DOCUMENTATION_DELAY,8,2025-10-03,2026-05-01,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00569,RNR_DELAY,10,2021-09-26,2022-06-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00570,NORMAL,12,2022-04-20,2023-03-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00571,MULTI_FACTOR_DELAY,10,2019-06-23,2020-03-19,3A,1,154,116.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00572,NORMAL,14,2019-08-04,2020-08-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00573,ADMINISTRATIVE_BOTTLENECK,13,2024-12-10,2025-12-05,3D,1,238,122.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00574,NORMAL,14,2020-03-11,2021-04-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00575,ADMINISTRATIVE_BOTTLENECK,13,2024-09-04,2025-08-30,3D,1,163,197.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00576,NORMAL,9,2023-06-09,2024-02-04,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00577,ADMINISTRATIVE_BOTTLENECK,12,2025-01-02,2025-11-28,3D,1,219,111.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00578,ADMINISTRATIVE_BOTTLENECK,10,2020-08-20,2021-05-17,3D,1,118,152.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00579,NORMAL,12,2023-12-11,2024-11-05,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00580,NORMAL,12,2019-10-29,2020-09-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00581,MULTI_FACTOR_DELAY,10,2023-08-03,2024-04-29,3A,1,121,149.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00582,ADMINISTRATIVE_BOTTLENECK,9,2022-04-03,2022-11-29,3D,1,128,112.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00583,MULTI_FACTOR_DELAY,10,2022-11-04,2023-08-01,3A,1,128,142.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00584,MULTI_FACTOR_DELAY,8,2024-10-15,2025-05-13,3A,1,98,112.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00585,COMPENSATION_DELAY,15,2025-09-22,2026-11-16,3D,1,335,85.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00586,NORMAL,14,2020-12-30,2022-01-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00587,RNR_DELAY,12,2020-03-23,2021-02-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00588,NORMAL,9,2025-03-26,2025-11-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00589,NORMAL,13,2024-06-22,2025-06-17,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00590,NORMAL,9,2024-08-25,2025-04-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00591,MULTI_FACTOR_DELAY,13,2019-01-26,2020-01-21,3A,1,215,145.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00592,MULTI_FACTOR_DELAY,10,2025-03-05,2025-11-30,3A,1,115,155.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00593,NORMAL,9,2019-10-03,2020-05-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00594,COMPENSATION_DELAY,15,2024-03-08,2025-05-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00595,RECOVERY,9,2023-08-05,2024-04-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00596,NORMAL,14,2021-12-02,2022-12-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00597,NORMAL,10,2020-01-26,2020-10-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00598,NORMAL,15,2021-10-29,2022-12-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00599,RECOVERY,14,2024-01-18,2025-02-11,3D,1,174,216.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00600,NORMAL,8,2023-08-06,2024-03-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00601,NORMAL,8,2021-09-11,2022-04-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00602,ADMINISTRATIVE_BOTTLENECK,8,2021-04-18,2021-11-14,3D,1,72,138.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00603,COMPENSATION_DELAY,14,2022-12-29,2024-01-23,3D,1,190,200.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00604,LEGAL_DELAY,13,2020-08-31,2021-08-26,3D,1,70,290.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00605,ADMINISTRATIVE_BOTTLENECK,13,2020-12-01,2021-11-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00606,NORMAL,13,2021-02-26,2022-02-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00607,LEGAL_DELAY,13,2020-04-07,2021-04-02,3D,1,243,117.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00608,ADMINISTRATIVE_BOTTLENECK,12,2022-08-23,2023-07-19,3D,1,150,180.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00609,COMPENSATION_DELAY,8,2022-05-21,2022-12-17,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00610,NORMAL,12,2019-03-13,2020-02-06,3D,1,161,169.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00611,LEGAL_DELAY,14,2019-04-21,2020-05-15,3D,1,169,221.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00612,DOCUMENTATION_DELAY,10,2025-02-09,2025-11-06,3D,1,39,231.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00613,NORMAL,9,2019-04-14,2019-12-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00614,MULTI_FACTOR_DELAY,9,2025-12-26,2026-08-23,3A,1,133,107.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00615,NORMAL,11,2023-01-26,2023-11-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00616,NORMAL,12,2025-12-05,2026-10-31,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00617,NORMAL,11,2025-06-09,2026-04-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00618,RNR_DELAY,10,2025-03-05,2025-11-30,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00619,LEGAL_DELAY,11,2025-02-10,2025-12-07,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00620,MULTI_FACTOR_DELAY,9,2025-02-09,2025-10-07,3A,1,94,146.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00621,MULTI_FACTOR_DELAY,14,2025-06-15,2026-07-10,3A,1,209,181.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00622,NORMAL,15,2019-06-28,2020-08-21,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00623,COMPENSATION_DELAY,13,2022-12-26,2023-12-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00624,COMPENSATION_DELAY,11,2024-04-22,2025-02-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00625,RNR_DELAY,14,2023-04-18,2024-05-12,3D,1,143,247.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00626,LEGAL_DELAY,11,2022-04-24,2023-02-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00627,NORMAL,15,2019-09-30,2020-11-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00628,RNR_DELAY,13,2019-09-16,2020-09-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00629,MULTI_FACTOR_DELAY,13,2019-01-30,2020-01-25,3A,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00630,NORMAL,11,2024-12-27,2025-10-23,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00631,NORMAL,10,2025-12-02,2026-08-29,3D,1,95,175.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00632,ADMINISTRATIVE_BOTTLENECK,8,2020-03-07,2020-10-03,3D,1,82,128.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00633,NORMAL,13,2023-11-11,2024-11-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00634,MULTI_FACTOR_DELAY,15,2019-03-13,2020-05-06,3A,1,252,168.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00635,NORMAL,9,2019-03-01,2019-10-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00636,NORMAL,8,2020-03-09,2020-10-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
